1521	1839692	546885
1522	1839693	546887
1523	1839685	546885
1524	1839670	546880
1525	1839667	546872
1526	1839670	546863
1527	1839694	546834
1528	1839723	546827
1529	1839747	546806
1530	1839779	546779
1531	1839817	546726
1532	1839848	546696
1533	1839880	546666
1534	1839890	546677
1535	1839896	546690
1536	1839897	546688
1537	1839871	546712
1538	1839839	546730
1539	1839823	546753
1540	1839810	546786
1541	1839801	546800
1542	1839822	546816
1543	1839814	546850
1544	1839795	546886
1545	1839792	546893
1546	1839764	546879
1547	1839715	546881
1548	1839824	546906
1549	1839821	546906
1550	1839856	546919
1551	1839906	546935
1552	1839945	546953
1553	1839945	546952
1554	1839959	546949
1555	1839961	546939
1556	1839961	546941
1557	1839968	546913
1558	1839987	546882
1559	1839986	546881
1560	1839992	546867
1561	1839990	546862
1562	1839948	546849
1563	1839902	546838
1564	1839852	546824
