p1	1839828.795	552092.95
p2	1839828.794	552092.944
p3	1839812.192	552094.848
p4	1839828.424	552118.692
p5	1839828.1	552126.012
p6	1839828.27	552126.187
p7	1839812.425	552124.732
p8	1839806.137	552094.811
p9	1839806.066	552091.802
p10	1839824.081	552089.427
p11	1839829.056	552088.958
p12	1839828.965	552091.973
p13	1839812.22	552103.792
p14	1839812.191	552103.773
p15	1839819.85	552098.393
p16	1839812.155	552118.736
p17	1839812.168	552120.856
p18	1838841.721	551769.526
p19	1838842.059	551771.573
p20	1838848.582	551771.658
p21	1838857.711	551769.548
p22	1838856.995	551774.382
p23	1838848.881	551775.243
p24	1838842.681	551775.522
p25	1838842.669	551775.509
p26	1838848.875	551775.218
p27	1838857.007	551774.382
p28	1838845.853	551790.577
p29	1838845.852	551790.558
p30	1838846.037	551791.159
p31	1838846.036	551791.116
p32	1838849.784	551789.99
p33	1838857.757	551788.197
p34	1838843.837	551783.972
p35	1838844.7	551783.857
p36	1838857.833	551761.538
p37	1838858.057	551758.631
p38	1838858.984	551750.339
p39	1838858.983	551750.345
p40	1838839.764	551750.066
p41	1838839.868	551769.459
p42	1837785.637	547867.07
p43	1837785.628	547867.086
p44	1837788.512	547862.831
p45	1837798.473	547868.924
p46	1837792.856	547874.621
p47	1837786.773	547867.72
p48	1837774.309	547896.657
p49	1837809.772	547867.428
p50	1837839.706	548213.146
p51	1837841.669	548216.714
p52	1837768.281	548239.976
p53	1837770.275	548243.488
p54	1837799.924	548226.761
p55	1837966.669	548153.454
p56	1837989.122	548128.497
p57	1838013.243	548168.832
p58	1838004.617	548157.479
p59	1837993.839	548138.7
p60	1837236.963	546306.137
p61	1837233.69	546302.538
p62	1837255.935	546293.274
p63	1837253.398	546288.934
p64	1837275.943	546326.526
p65	1837286.806	546344.763
p66	1837268.478	546358.141
p67	1837898.291	545686.495
p68	1837902.582	545687.469
p69	1837923.304	545705.362
p70	1837936.737	545719.848
p71	1837935.51	545736.62
p72	1837938.733	545755.251
p73	1837951.681	545745.496
p74	1837968.695	545728.87
p75	1837980.352	545721.721
p76	1838000.193	545720.95
p77	1838015.1	545721.804
