TR1,1837030.885,547224.709,0.000,,
T1,1837033.778,547251.014,0.171,,
1,1837035.221,547248.164,0.128,,
2,1837035.114,547247.338,0.141,,
3,1837032.193,547247.605,0.527,,
4,1837030.288,547234.417,-0.020,,
5,1837033.450,547233.773,-0.245,,
6,1837009.941,547235.161,0.262,,
7,1837009.561,547234.998,1.971,,
8,1837014.511,547234.952,0.870,,
9,1837040.112,547247.591,0.092,,
10,1837040.192,547250.816,0.085,,
11,1837026.899,547251.760,0.202,,
12,1837026.415,547248.739,0.230,,
13,1837010.856,547249.555,0.109,,
14,1837010.756,547248.632,0.437,,
15,1837013.205,547248.614,0.410,,
16,1837011.100,547252.599,0.012,,
17,1837013.206,547248.626,0.403,,
18,1836958.720,547253.430,-0.915,,
19,1837114.031,547243.240,0.053,,
20,1837048.416,547033.176,-3.754,,
TR3,1836939.423,547018.748,0.000,,
21,1836941.654,547015.130,-0.136,,
22,1836944.310,547016.573,-0.169,,
23,1836942.902,547020.360,-0.206,,
24,1836936.913,547017.099,-0.311,,
25,1836938.402,547014.577,-0.242,,
26,1836931.317,547007.100,-0.470,,
27,1836929.543,547008.800,-0.547,,
28,1836925.751,547001.121,-0.900,,
29,1836923.913,547002.851,-1.049,,
30,1836926.473,547000.446,-0.771,,
31,1836947.780,546998.126,-0.319,,
32,1836948.165,546996.480,-0.180,,
33,1836948.798,546993.336,-0.517,,
34,1836924.374,547001.555,-0.972,,
35,1836909.038,546987.329,-2.260,,
36,1836905.544,546985.364,-2.142,,
37,1836912.223,546989.351,-1.678,,
38,1836911.158,546991.638,-1.377,,
39,1836918.487,546994.424,-1.398,,
40,1836916.929,546996.344,-1.346,,
41,1836909.613,546985.093,-2.526,,
42,1836916.147,546977.496,-2.029,,
43,1836927.150,546965.565,0.097,,
44,1836933.305,546995.410,1.267,,
45,1836951.978,546980.578,-0.568,,
46,1836937.574,546991.287,-1.546,,
47,1836949.548,546988.812,-1.462,,
48,1836951.705,546982.693,-1.023,,
49,1836955.404,546976.691,-0.896,,
50,1836948.304,546974.179,-0.907,,
51,1836943.702,546985.811,-1.295,,
52,1836949.608,546970.619,-1.194,,
53,1836958.703,546969.898,-0.817,,
54,1836954.097,546964.390,-1.336,,
55,1836968.119,546950.784,-1.411,,
56,1836961.559,546967.754,-1.379,,
57,1836968.231,546965.298,-1.547,,
58,1836980.552,546962.278,-1.989,,
59,1836977.295,546953.152,-1.821,,
60,1836970.267,546936.083,-1.626,,
61,1836970.510,546933.572,-1.456,,
62,1836976.214,546931.003,-0.861,,
63,1836974.862,546926.565,-0.681,,
64,1836962.424,546913.004,-2.328,,
65,1836958.446,546908.734,-1.828,,
66,1836951.731,546913.561,-1.522,,
67,1836954.798,546920.787,-1.198,,
68,1836963.463,546939.120,-1.643,,
69,1836958.706,546940.823,-1.692,,
70,1836955.878,546943.590,-1.684,,
71,1836939.008,546953.883,-2.175,,
72,1836936.052,546955.775,-2.160,,
73,1837114.028,547243.252,0.204,,
T3,1837048.410,547033.190,-3.524,,
