1	546285.429	1841998.166	510.369
2	551852.837	1841037.691	450.09
3	545018.73	1843963.409	773.66
4	545032.618	1844019.136	772.251
5	544982.775	1844021.953	771.301
6	545068.801	1844082.4	774.926
7	546247.999	1842548.222	523.791
8	547499.504	1842683.611	523.5
9	547528.161	1842347.184	510.145
10	547422.894	1841991.56	499.872
11	547644.249	1842059.54	503.524
12	547694.12	1841804.75	497.793
13	547660.902	1841573.828	494.441
14	547713.757	1841211.965	493.049
15	547847.72	1841200.56	495.374
16	548213.99	1841191.881	476.881
17	548292.681	1841321.495	474.309
18	546247.436	1842458.821	525.304
19	546688.778	1842637.359	511.088
20	546595.264	1842759.878	515.004
21	552102.2551	1838156.506	367.5309448
22	552102.2519	1838156.518	367.5253601
23	545394.4695	1843080.247	575.9765625
24	545394.0604	1843079.519	575.9666138
25	545389.4066	1843081.947	572.93927
26	545382.9045	1843085.36	575.4174194
27	545369.1928	1843122.207	576.7454834
28	545364.7713	1843125.774	576.5343018
29	545359.8004	1843126.941	576.8500977
30	545353.8624	1843126.404	576.859436
31	545349.2357	1843123.68	576.465332
32	545344.2744	1843122.852	578.848938
33	545337.7994	1843116.032	578.9175415
34	545311.8689	1843129.679	586.567627
35	545367.6466	1843189.413	581.5472412
36	545372.5572	1843186.514	581.2927856
37	545374.3337	1843180.769	580.4881592
38	545374.7895	1843175.128	579.887146
39	545376.4648	1843170.351	579.6553345
40	545376.4258	1843164.608	579.0261841
41	545377.6852	1843158.802	578.9342041
42	545381.867	1843155.063	578.9212646
43	545386.7828	1843152.792	579.4833374
44	545393.3255	1843149.355	580.0012817
45	545394.7639	1843144.149	580.4848022
46	545392.8132	1843139.059	581.4718018
47	545390.9381	1843119.093	582.6702881
48	545388.1174	1843114.359	585.6791992
49	545393.2763	1843117.128	586.0965576
50	545399.1695	1843117.147	587.2825928
51	545404.2547	1843118.983	588.3642578
52	545409.0148	1843121.645	589.388916
53	545412.9569	1843125.266	590.475708
54	545417.943	1843128.011	591.2200928
55	545422.4153	1843130.629	592.2695923
56	545427.5258	1843133.052	593.293396
57	545432.2602	1843135.308	594.4158325
58	545436.8266	1843137.78	595.3695068
59	545441.7181	1843140.883	596.6099243
60	545446.9156	1843144.032	597.5910034
61	545452.0555	1843142.673	599.3853149
62	545454.826	1843137.519	599.7298584
63	545456.192	1843132.217	599.7902832
64	545458.1886	1843127.32	599.222168
65	545461.3904	1843122.97	598.5491943
66	545464.9737	1843118.803	598.2866211
67	545466.2157	1843113.622	597.262085
68	545466.8707	1843108.605	596.2978516
69	545469.4908	1843103.913	595.1289063
70	545469.414	1843098.416	593.7652588
71	545468.1727	1843092.802	592.5789795
72	545464.0797	1843089.412	592.0506592
73	545460.8854	1843085.256	591.0680542
74	545457.7748	1843080.862	589.7716064
75	545453.3223	1843076.977	588.5084839
76	545449.0515	1843073.44	587.6773071
77	545444.758	1843069.52	586.5184937
78	545436.1037	1843064.751	584.0644531
79	545430.1876	1843062.936	582.7302856
80	545426.3196	1843059.567	580.7238159
81	545420.9995	1843058.855	579.451355
82	545417.4028	1843051.282	577.2662354
83	545412.3221	1843046.35	572.5696411
84	545407.8887	1843048.994	572.9127808
85	545404.2637	1843052.728	573.4223633
86	545401.7813	1843057.379	573.8685913
87	545399.2055	1843061.761	574.2788086
88	545396.9236	1843066.902	574.7042847
89	545430.2837	1843008.742	565.2293091
90	545430.3261	1843008.753	565.2236938
91	545430.3004	1843008.751	565.2293091
92	545431.491	1843016.332	566.2407227
93	545433.5856	1843025.139	567.0339966
94	545434.5293	1843031.874	569.7171021
95	545436.4368	1843034.169	570.6306763
96	545437.8188	1843036.861	571.6791992
97	545439.5467	1843041.807	573.6813354
98	545441.2249	1843045.062	574.2865601
99	545443.6375	1843049.717	577.4416504
100	545445.2411	1843054.492	579.3782959
101	545446.985	1843061.043	582.8285522
102	545449.0568	1843066.905	584.5158081
103	545449.4328	1843070.228	585.7041626
104	545449.4103	1843074.041	587.0106201
105	545608.8214	1842932.429	582.6781006
106	545608.8525	1842932.459	582.6881714
107	545613.9873	1842970.176	587.9896851
108	545619.3541	1842967.751	587.996521
109	545621.9271	1842966.816	585.7958984
110	545629.9161	1842965.055	587.1242065
111	545633.1324	1842964.654	586.5057373
112	545641.6361	1842964.364	585.3136597
113	545644.3589	1842964.064	584.1419678
114	545649.3905	1842963.222	582.1665039
115	545655.8299	1842963.107	578.9658203
116	545660.5059	1842962.426	575.6316528
117	545660.1378	1842959.239	575.2008057
118	546002.2702	1842805.905	577.4352417
119	546004.3375	1842800.928	577.4873047
120	546006.7156	1842795.575	577.3825684
121	546010.1987	1842791.766	577.3418579
122	546012.6912	1842787.176	577.7963257
123	546014.1929	1842781.868	578.7905884
124	546017.6887	1842785.896	577.0897217
125	546019.8974	1842791.018	574.7303467
126	546022.0099	1842795.983	573.0623169
127	546027.2911	1842796.572	571.5639648
128	546028.7251	1842801.513	568.4597778
129	546026.9687	1842806.827	569.3325195
130	546025.9914	1842812.622	570.649292
131	546025.0129	1842817.879	572.5587158
132	546024.0542	1842823.511	574.7300415
133	546017.4883	1842829.499	578.0715942
134	546011.6539	1842830.675	579.0701294
135	546006.0856	1842830.119	579.1661987
136	546001.528	1842827.647	578.6361084
137	545998.882	1842822.863	577.9187012
138	545998.2397	1842817.53	577.6643066
139	545999.0379	1842812.133	577.696106
140	545782.3894	1842907.714	576.300354
141	545778.5759	1842902.482	574.3214111
142	545775.534	1842898.395	572.5395508
143	545772.0643	1842894.526	570.0541382
144	545771.4138	1842889.518	567.8935547
145	545768.6811	1842885.301	567.7978516
146	545765.3088	1842881.534	565.8325806
147	545763.2966	1842876.306	563.6506348
148	545761.5801	1842871.106	561.0943604
149	545757.8881	1842867.113	559.6116943
150	545754.1405	1842863.592	558.6495972
151	545751.021	1842859.127	557.4214478
152	545748.2787	1842854.782	556.3430786
153	545750.983	1842859.633	557.5536499
154	545753.5634	1842864.296	558.6368408
155	545757.2848	1842867.856	559.7073364
156	545759.3917	1842872.401	561.5230103
157	545763.1119	1842876.225	563.2537231
158	545764.6922	1842881.405	565.3613281
159	545771.0395	1842891.283	567.8847046
160	545781.4843	1842908.511	576.3656616
161	545660.1657	1842959.656	575.1962891
162	545651.4721	1842932.402	570.3763428
163	545646.3981	1842931.959	570.973877
164	545630.2056	1842927.924	575.5460815
165	545619.6382	1842926.507	580.0335083
166	545617.1081	1842921.339	580.1329346
167	545617.0974	1842917.964	579.5811157
168	545659.3733	1842959.366	575.2410278
169	545672.5096	1842952.457	578.8551636
170	545672.6937	1842952.499	578.9192505
171	545677.8218	1842949.929	579.310791
172	545683.4537	1842947.608	579.1192627
173	545689.5998	1842946.655	577.9443359
174	545695.4098	1842946.479	576.4511719
175	545700.1027	1842949.332	574.9788818
176	545707.4633	1842960.408	573.0257568
177	545712.2594	1842962.939	572.8306885
178	545717.4878	1842963.508	573.4537964
179	545734.8152	1842962.054	574.8175049
180	545747.4655	1842949.009	574.6309814
181	545747.4542	1842942.981	574.3514404
182	545747.7759	1842937.844	574.1732788
183	545749.5438	1842933.066	574.1798706
184	545752.724	1842928.872	574.4195557
185	545757.736	1842926.176	575.4853516
186	545762.4011	1842923.349	576.7996826
187	545766.4209	1842920.079	577.2637329
188	545770.7714	1842916.611	577.4781494
189	545775.59	1842913.112	577.4736328
190	545780.1348	1842909.598	576.7606812
191	546030.5012	1842715.5	581.1502686
192	546034.18	1842737.198	582.6884155
193	546032.8132	1842731.493	582.8874512
194	546031.831	1842726.323	582.6677246
195	546030.2392	1842721.183	582.1779175
196	546028.3248	1842715.861	581.6919556
197	546026.6423	1842710.676	581.0864258
198	546024.3504	1842705.744	580.6968994
199	546022.666	1842700.312	580.0093384
200	546016.1783	1842681.181	579.6271973
201	546014.7661	1842676.368	580.1918335
202	546009.1954	1842659.833	582.9469604
203	546008.7354	1842654.735	583.6981201
204	546008.0438	1842647.446	584.7702026
205	546007.1082	1842642.213	585.8566284
206	546003.0264	1842636.822	586.7573853
207	546008.2246	1842636.156	586.5101318
208	546012.5379	1842639.143	585.4677124
209	546018.4363	1842639.86	584.1049194
210	546024.1177	1842638.134	583.1616211
211	546029.3956	1842635.947	582.3869629
212	546057.6842	1842649.25	564.6389771
213	546055.2065	1842654.287	562.8465576
214	546051.7338	1842658.851	562.4966431
215	546050.6092	1842672.253	563.1866455
216	546049.9841	1842679.413	564.4350586
217	546052.317	1842684.477	564.4006958
218	546055.4467	1842688.838	565.1400146
219	546057.6247	1842695.911	567.2186279
220	546057.6057	1842701.222	569.9012451
221	546057.3197	1842712.676	573.6901245
222	546057.9526	1842717.858	574.9535522
223	546058.2223	1842725.563	576.2515869
224	546057.7353	1842730.827	576.6602173
225	546044.458	1842738.343	580.7442017
226	546038.9953	1842737.936	582.0487671
227	546266.1753	1842311.745	513.3435669
228	551716.1021	1838373.173	388.2857361
229	551716.0968	1838373.175	388.2734375
230	551720.932	1838376.814	389.4307251
231	551720.9335	1838376.811	389.4249573
232	546242.0906	1842395.398	521.4641724
233	546249.1867	1842394.926	520.1345215
234	546253.7649	1842397.746	519.8984985
235	546266.23	1842394.68	517.6993408
236	546250.7754	1842374.957	517.4110107
237	546243.6362	1842374.093	517.9185791
238	546055.8609	1842735.866	577.9145508
239	546058.7006	1842735.28	577.0330811
240	546064.7393	1842737.089	574.0737915
241	546074.8238	1842745.282	567.1169434
242	546079.4626	1842750.226	562.980896
243	546083.8734	1842758.481	558.2955322
244	546070.7049	1842765.586	561.9981079
245	546028.1966	1842797.278	570.864502
246	546022.055	1842794.741	573.9482422
247	546016.7559	1842783.88	578.4124146
