1	1840838.51	548067.48
2	1840839.40	548117.18
3	1840780.40	548119.73
4	1840765.14	548110.28
5	1840762.71	548084.35
6	1840765.50	548072.91
7	1840776.78	548068.79
8	1841471.66	548264.49
9	1847471.93	548261.90
10	1841477.62	548246.19
11	1841480.33	548203.73
12	1841493.78	548181.15
13	1841523.91	548186.07
14	1841532.13	548197.83
15	1841531.31	548226.57
16	1841532.57	548246.66
17	1841527.63	548271.25
18	1841527.63	548278.98
19	1841521.23	548282.55
20	1841512.69	548284.40
21	1841475.58	548269.63
22	1841472.86	548267.74
23	1841029.13	547680.96
24	1840983.01	547694.58
25	1840962.20	547631.77
26	1840971.10	547620.15
27	1840993.12	547611.87
28	1841008.04	547617.85
29	1841866.33	547754.37
30	1841795.10	547771.71
31	1841785.86	547758.43
32	1841784.33	547727.67
33	1841856.09	547710.52
34	1842520.30	547002.73
35	1842455.33	547017.12
36	1842447.16	547010.88
37	1842437.32	546999.94
38	1842438.31	546971.86
39	1842510.05	546954.68
40	1841918.02	547285.99
41	1841903.81	547288.33
42	1841901.47	547274.12
43	1841915.68	547271.78
44	1842174.91	547186.18
45	1842162.02	547195.66
46	1842152.54	547182.77
47	1842165.43	547173.29
48	1842364.31	546937.18
49	1842356.99	546946.56
50	1842347.61	546939.24
51	1842354.93	546929.86
52	1842527.66	546729.67
53	1842519.58	546745.25
54	1842512.07	546721.58
55	1842527.66	546729.67
56	1841013.76	548039.51
57	1841004.42	548047.35
58	1840996.58	548038.01
59	1841005.92	548030.17
60	1841169.10	548192.77
61	1841167.67	548202.87
62	1841157.57	548201.45
63	1841159.00	548191.34
64	1841374.60	548077.96
65	1841366.34	548086.94
66	1841357.36	548078.67
67	1841365.62	548069.70
68	1841508.85	547651.66
69	1841568.15	547658.01
70	1841561.80	547654.31
71	1841574.50	547638.96
72	1841913.13	547692.42
73	1841904.89	547701.42
74	1841895.89	547693.18
75	1841904.13	547684.18
76	1841952.18	547556.96
77	1841944.09	547566.09
78	1841934.96	547558.00
79	1841943.05	547548.87
80	1842775.74	547352.00
81	1842763.90	547365.82
82	1842750.08	547353.97
83	1842761.92	547340.15
84	1841374.71	548417.46
85	1841343.98	548392.11
86	1841322.28	548291.66
87	1841225.91	548233.51
88	1841008.45	548009.16
89	1841035.30	547768.45
90	1841001.57	547898.45
91	1840998.10	548016.70
92	1841317.26	548318.41
