1,1847563.06,533789.351
2,1847564.142,533779.1148
3,1847560.153,533769.3602
4,1847550.996,533765.0846
5,1847543.679,533757.5248
6,1847532.477,533758.383
7,1847521.139,533759.2777
8,1847511.076,533758.9899
9,1847501.103,533758.0844
10,1847491.234,533754.999
11,1847480.575,533750.8144
12,1847474.245,533742.1449
13,1847474.27,533732.0266
14,1847470.42,533722.2813
15,1847465.295,533713.2612
16,1847458.524,533704.8067
17,1847449.612,533699.2969
18,1847441.587,533692.2126
19,1847431.144,533687.5188
20,1847424.799,533678.5539
21,1847431.956,533670.1935
22,1847433.974,533659.1784
23,1847425.712,533651.558
24,1847416.892,533645.8955
25,1847408.279,533639.3933
26,1847398.886,533635.4657
27,1847389.553,533631.4143
28,1847379.558,533627.5953
29,1847369.26,533628.5234
30,1847374.801,533619.531
31,1847378.996,533609.8263
32,1847389.52,533610.8994
33,1847395.507,533602.2018
34,1847405.758,533603.1154
35,1847415.616,533605.3254
36,1847425.857,533608.1063
37,1847433.774,533614.7535
38,1847439.667,533623.0121
39,1847445.761,533631.2171
40,1847454.553,533637.3883
41,1847456.18,533647.6116
42,1847453.468,533657.7076
43,1847445.6,533664.1122
44,1847434.789,533663.7626
45,1847427.524,533670.9246
46,1847424.042,533680.352
47,1847432.835,533686.4614
48,1847443.065,533691.4061
49,1847450.678,533699.1075
50,1847458.002,533706.0947
51,1847466.292,533713.3215
52,1847470.476,533723.2368
53,1847471.61,533733.4876
54,1847473.663,533743.755
55,1847483.818,533748.9856
56,1847492.903,533754.1113
57,1847502.811,533756.3125
58,1847513.21,533756.7065
59,1847523.774,533756.3505
60,1847534.346,533755.9934
61,1847544.934,533755.8784
62,1847552.402,533762.9463
63,1847561.84,533766.3993
64,1847565.492,533775.9218
65,1847564.242,533786.3993
66,1847559.19,533796.6248
67,1847559.19,533796.6248
