TR1,539051.000,1850695.000,0.000,,
T1,539072.550,1850673.448,0.856,,
1,539030.098,1850682.927,0.563,,
2,539031.594,1850679.729,0.555,,
3,539033.252,1850676.754,0.566,,
4,539048.908,1850685.339,-0.004,,
5,539047.339,1850688.290,0.059,,
6,539045.707,1850691.385,0.088,,
7,539064.125,1850693.418,-0.900,,
8,539062.832,1850696.578,-0.837,,
9,539061.213,1850699.706,-0.752,,
10,539081.627,1850701.900,-2.086,,
11,539080.174,1850705.066,-2.052,,
12,539078.658,1850708.264,-2.044,,
13,539054.769,1850676.385,2.188,,
14,539071.291,1850682.192,0.399,,
15,539060.162,1850665.517,1.224,,
16,539063.650,1850659.371,-0.917,,
17,539079.026,1850666.890,-0.927,,
