4010	1850359	538907
4011	1850353	538918
4012	1850345	538931
4013	1850339	538944
4014	1850346	538934
4015	1850364	538945
4016	1850379	538953
4017	1850390	538941
4018	1850375	538932
4019	1850354	538922
4020	1849812	540849
4021	1849818	540850
4022	1849809	540861
4023	1849809	540869
4024	1849824	540877
4025	1849847	540887
4026	1849867	540880
4027	1849908	540867
4028	1849908	540868
4029	1852270	535172
4030	1852271	535159
4031	1852273	535133
4032	1852276	535112
4033	1852280	535092
4034	1852283	535078
4035	1852307	535086
4036	1852362	535112
4037	1852270	535178
4038	1852270	535186
4039	1852283	535186
4040	1852286	535180
4041	1852300	535197
4042	1852305	535192
4043	1852312	535187
4044	1852325	535163
