TR2,1842689.080,549093.740,0.000,,
T2,1842682.199,549120.923,3.966,,
1,1842757.489,549072.918,-9.596,,
2,1842739.181,549064.912,-8.361,,
3,1842714.162,549051.644,-6.373,,
TR1,1842876.315,549270.382,0.000,,
T1,1842829.195,549238.911,2.521,,
4,1842848.188,549253.703,0.889,,
5,1842849.554,549251.352,1.851,,
6,1842852.400,549252.019,1.191,,
7,1842885.093,549273.438,-0.281,,
8,1842883.166,549275.985,-0.242,,
9,1842911.982,549295.638,-0.354,,
10,1842913.814,549293.346,-0.472,,
11,1842909.656,549290.230,-0.604,,
12,1842947.573,549243.817,-6.404,,
13,1842954.737,549245.077,-5.226,,
14,1842952.762,549246.802,-5.043,,
15,1842921.149,549221.417,-4.337,,
16,1842923.174,549219.736,-4.591,,
17,1842906.024,549194.620,-3.179,,
18,1842908.722,549193.129,-3.330,,
19,1842906.633,549198.379,-2.870,,
20,1842890.299,549193.716,-1.341,,
21,1842899.784,549200.357,-2.152,,
22,1842876.674,549215.368,-0.711,,
23,1842852.830,549252.652,1.038,,
24,1842796.120,549291.640,5.997,,
25,1842959.818,549036.113,-2.920,,
TR3,1844394.451,548298.961,0.000,,
T3,1844311.550,548146.867,4.244,,
26,1844338.345,548338.775,1.565,,
27,1844583.543,548147.123,-0.790,,
TR4,1844711.134,547684.287,0.000,,
T4,1844687.871,547733.468,-1.192,,
28,1844691.598,547729.108,-1.125,,
29,1844699.523,547716.079,-0.813,,
30,1844710.045,547698.625,0.316,,
31,1844707.291,547692.967,-0.474,,
32,1844709.902,547685.586,-0.019,,
33,1844691.145,547696.677,1.709,,
34,1844704.013,547662.179,0.476,,
35,1844742.428,547664.424,-2.325,,
36,1844741.602,547662.157,-2.457,,
37,1844693.700,547712.840,-0.304,,
38,1844691.349,547719.129,-0.799,,
39,1844685.719,547726.919,-0.712,,
40,1844674.752,547708.456,1.443,,
41,1844674.058,547707.432,1.691,,
42,1844664.904,547690.105,3.767,,
43,1844660.651,547692.552,3.610,,
44,1844680.470,547728.991,-0.061,,
45,1844657.964,547871.314,-9.413,,
46,1844715.195,547755.049,-5.313,,
TR5,1838616.388,551632.672,0.000,,
T5,1838588.717,551629.427,-1.126,,
47,1838596.620,551632.315,-1.277,,
48,1838598.059,551631.789,-0.951,,
49,1838598.184,551631.307,-1.045,,
50,1838599.760,551628.886,-0.838,,
51,1838596.607,551627.029,-0.946,,
52,1838614.266,551631.271,-0.236,,
53,1838613.765,551633.802,-0.203,,
54,1838613.877,551634.129,-0.141,,
55,1838616.374,551636.010,-0.244,,
56,1838618.205,551634.413,-0.257,,
57,1838616.065,551636.636,-0.054,,
58,1838617.234,551649.442,-1.657,,
59,1838619.922,551640.625,-0.662,,
60,1838621.083,551638.029,-0.486,,
61,1838596.639,551619.665,-0.832,,
62,1838589.254,551619.352,-0.764,,
63,1838596.909,551647.364,-2.216,,
64,1838596.349,551652.090,-3.137,,
65,1838589.134,551652.194,-3.198,,
66,1838586.228,551669.622,-4.427,,
67,1838424.650,551685.520,-10.170,,
68,1838364.725,551698.133,-11.881,,
