TR1,1840916.259,551474.350,0.000,,
K1,1840734.343,551750.701,-2.503,,
33,1841029.269,551381.078,2.211,,
34,1840926.370,551461.861,0.059,,
35,1840927.156,551462.559,0.099,,
36,1840930.243,551465.242,0.160,,
37,1840935.531,551454.527,0.393,,
38,1840896.534,551430.321,-5.913,,
39,1840897.671,551429.209,-5.636,,
40,1840903.747,551413.806,-8.028,,
41,1840912.665,551418.719,-6.065,,
TR2,1840945.303,551450.225,0.000,,
T42,1841029.269,551381.078,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,
43,1840940.353,551449.774,-0.305,,
44,1840940.436,551449.927,-0.276,,
45,1840943.119,551452.920,-0.207,,
46,1840962.639,551430.252,-0.135,,
47,1840962.932,551430.732,-0.080,,
48,1840967.914,551425.836,-0.020,,
49,1840968.336,551426.365,0.002,,
50,1840970.921,551429.587,0.085,,
51,1840960.099,551438.204,0.006,,
52,1840957.388,551434.796,-0.140,,
53,1840957.552,551434.988,-0.139,,
54,1840951.077,551408.945,-4.286,,
TS1,1840916.259,551474.350,-0.780,,
