TR1,1838889.700,551356.270,0.000,,
T1,1838840.442,551214.276,-8.409,,
1,1838915.144,551336.811,0.252,,
2,1838912.292,551344.279,-0.054,,
3,1838913.021,551352.005,0.225,,
4,1838961.835,551334.255,0.035,,
5,1838961.974,551332.777,0.150,,
6,1838951.944,551329.339,0.253,,
7,1838912.823,551325.593,4.550,,
8,1838896.626,551328.774,-1.118,,
9,1838890.705,551315.508,-2.069,,
10,1838886.184,551307.427,-2.625,,
11,1838890.026,551315.225,-2.068,,
12,1838884.928,551305.376,-2.778,,
13,1838953.895,551291.915,-4.672,,
14,1838945.526,551298.103,-4.516,,
15,1838953.331,551296.046,-4.545,,
16,1838946.614,551300.835,-4.109,,
17,1838946.815,551301.611,-4.021,,
TR2,1838174.549,548315.511,0.000,,
T2,1838149.000,548494.530,0.669,,
18,1838166.651,548241.576,-0.400,,
19,1838159.451,548311.674,0.170,,
20,1838138.234,548312.274,3.241,,
21,1838112.127,548335.063,11.564,,
22,1838112.185,548326.740,11.751,,
23,1838123.321,548336.562,9.571,,
24,1838132.304,548335.940,8.082,,
25,1838134.688,548312.306,8.499,,
TR3,1840029.860,552250.502,0.000,,
T3,1839988.360,552280.270,-1.161,,
26,1840012.039,552259.491,-1.092,,
27,1840026.496,552248.160,0.489,,
28,1840051.777,552243.810,0.328,,
29,1840077.803,552229.713,1.107,,
30,1840002.771,552252.585,-0.054,,
31,1840015.081,552233.381,3.564,,
32,1840014.587,552230.735,4.063,,
33,1840014.871,552227.755,4.441,,
34,1840014.278,552232.736,3.750,,
35,1839991.082,552239.698,2.869,,
36,1840015.332,552224.492,4.688,,
37,1840014.761,552218.517,4.888,,
38,1840009.817,552209.081,6.896,,
39,1840015.565,552346.056,-2.925,,
