323	1840471	549244
324	1840471	549244
325	1840471	549244
326	1840471	549244
327	1840471	549244
328	1840471	549244
329	1840471	549244
330	1840471	549244
331	1840471	549244
332	1840471	549244
333	1840471	549244
334	1840471	549244
335	1840472	553994
336	1840473	553994
337	1840473	553994
338	1840474	553991
339	1840474	553991
340	1840473	553992
341	1840473	553989
342	1840475	553988
343	1840477	553986
344	1840478	553985
345	1840467	553987
346	1840468	553987
347	1840469	553987
348	1840469	553986
349	1840470	553986
350	1840470	553989
351	1840470	553989
352	1840471	553988
353	1840471	553986
354	1840471	553985
355	1840472	553985
356	1840472	553985
357	1840464	553985
358	1840466	553983
359	1840468	553988
360	1840466	553988
361	1840470	553920
362	1840469	553919
363	1840469	553921
364	1840469	553920
365	1841531	554268
366	1841531	554268
367	1841531	554267
368	1841532	554268
369	1841531	554267
370	1841531	554267
371	1841531	554267
372	1841531	554267
373	1841532	554268
374	1841532	554268
375	1841531	554268
376	1841531	554268
377	1841531	554268
378	1841531	554268
379	1841531	554268
380	1841531	554268
381	1841531	554268
382	1841532	554268
383	1841532	554268
384	1841531	554268
385	1841531	554268
386	1841531	554268
387	1841531	554268
388	1841531	554268
389	1841531	554268
390	1841531	554268
391	1841531	554268
392	1841531	554268
393	1841530	554268
394	1841530	554268
395	1841529	554268
396	1841529	554268
397	1841528	554267
398	1841527	554267
399	1841529	554268
400	1841530	554268
401	1841531	554268
402	1841531	554268
403	1841531	554268
404	1841531	554268
405	1841531	554268
406	1841531	554268
407	1841531	554268
408	1841531	554268
409	1841531	554268
410	1841531	554267
411	1841531	554267
412	1841531	554267
413	1841535	554295
414	1841536	554295
415	1841525	554294
416	1841513	554296
417	1841480	554304
418	1841462	554312
419	1841454	554328
420	1841454	554342
421	1841445	554348
422	1841434	554347
423	1841424	554348
424	1841416	554356
425	1841408	554354
426	1841406	554369
427	1841405	554377
428	1841408	554393
429	1841390	554404
430	1841387	554407
431	1841384	554416
432	1841389	554419
433	1841397	554427
434	1841404	554430
435	1841416	554430
436	1841432	554428
437	1841435	554414
438	1841445	554405
439	1841449	554397
440	1841456	554390
441	1841465	554383
442	1841474	554379
443	1841475	554374
444	1841468	554371
445	1841460	554367
446	1841457	554360
447	1841456	554351
448	1841460	554344
449	1841462	554341
450	1841453	554342
451	1841475	554372
452	1841486	554366
453	1841494	554367
454	1841497	554377
455	1841501	554386
456	1841509	554394
457	1841515	554394
458	1841528	554395
459	1841537	554395
460	1841548	554396
461	1841560	554396
462	1841569	554400
463	1841576	554401
464	1841584	554404
465	1841590	554402
466	1841600	554402
467	1841609	554404
468	1841613	554403
469	1841620	554400
470	1841624	554397
471	1841631	554403
472	1841635	554408
473	1841643	554412
474	1841650	554402
475	1841655	554392
476	1841658	554386
477	1841664	554379
478	1841672	554370
479	1841683	554361
480	1841690	554356
481	1841703	554363
482	1841703	554363
483	1841719	554350
484	1841734	554343
485	1841739	554330
486	1841737	554314
487	1841725	554308
488	1841708	554306
489	1841695	554304
490	1841682	554302
491	1841669	554300
492	1841653	554301
493	1841633	554300
494	1841618	554302
495	1841604	554306
496	1841595	554295
497	1841571	554289
498	1841549	554287
499	1841540	554289
500	1841523	554291
501	1840975	553649
502	1841486	554498
503	1841457	554481
504	1841463	554437
505	1841478	554413
506	1841500	554395
507	1841562	554414
508	1841564	554449
509	1841352	553356
510	1841516	553367
511	1841511	553397
512	1841487	553402
513	1841489	553360
514	1841472	553348
515	1841370	553294
516	1841370	553295
517	1841370	553295
518	1841414	553260
519	1841435	553238
520	1841456	553256
521	1841465	553259
522	1841480	553274
523	1841519	553288
524	1841519	553307
525	1841509	553332
526	1841485	553332
527	1841439	553314
528	1841410	553311
529	1841409	553288
530	1841407	553260
531	1841466	553270
532	1841479	553245
533	1841502	553251
534	1841528	553255
535	1841545	553250
536	1841556	553252
537	1841568	553256
538	1841578	553262
539	1841559	553272
540	1841512	553270
541	1841489	553267
542	1841468	553267
543	1841470	553273
