p36	1840697.613	548956.932
p37	1840699.671	548955.4
p38	1840680.429	548934.706
p39	1840682.62	548933.188
p40	1840656.123	548904.315
p41	1840658.368	548902.711
p42	1840687.645	548955.131
p43	1840665.291	548958.565
p44	1840651.446	548961.197
p45	1840632.634	548964.243
p46	1840601.961	548969.234
p47	1840598.569	548955.585
p48	1840592.461	548952.191
p49	1840584.545	548928.537
p50	1840587.701	548923.299
p51	1840585.584	548915.773
p52	1840655.002	548904.146
p53	1838217.603	549280.958
p54	1838218.119	549275.755
p55	1838242.51	549277.134
p56	1838238.04	549276.927
p57	1838243.015	549282.275
p58	1838244.984	549282.238
p59	1838248.427	549290.563
p60	1838244.52	549292.986
p61	1838244.541	549293.079
p62	1838243.984	549293.508
p63	1838243.49	549286.981
64	1840434.157	552227.64
65	1840430.895	552224.504
66	1840435.838	552230.429
67	1840415.541	552246.474
68	1840416.765	552247.631
69	1840412.204	552243.377
70	1840444.849	552239.301
71	1840456.279	552251.218
72	1840476.293	552272.114
73	1840471.834	552276.508
74	1840498.318	552306.592
75	1840492.815	552311.35
76	1840487.727	552315.636
77	1840496.715	552313.023
78	1840494.138	552310.305
79	1840484.821	552318.053
80	1840487.259	552320.942
81	1840481.169	552321.166
82	1840483.735	552324.109
83	1840470.129	552294.485
84	1840450.175	552280.947
85	1837635.309	537451.602
86	1837625.519	537443.155
87	1837628.86	537460.31
88	1837623.951	537466.556
89	1837612.684	537458.792
90	1837297.312	537101.355
91	1837303.297	537073.913
92	1837290.174	537073.48
93	1837289.131	537073.318
94	1837283.844	537071.509
95	1837278.832	537086.639
96	1837284.088	537090.414
97	1837284.044	537092.6
98	1837284.642	537094.262
99	1837285.727	537096.071
100	1837287.491	537097.915
101	1837297.066	537103.106
102	1837294.644	537107.994
103	1837287.559	537104.584
104	1837285.732	537104.271
105	1837283.215	537104.496
106	1837281.205	537105.453
107	1837279.288	537107.263
108	1837278.208	537109.154
109	1837277.354	537111.792
110	1837272.239	537109.9
111	1837273.306	537106.217
112	1837273.592	537104.102
113	1837273.06	537101.958
114	1837271.587	537099.724
115	1837269.572	537098.146
116	1837266.028	537096.24
117	1837263.1	537094.919
118	1837260.178	537093.92
119	1837261.081	537088.398
120	1837267.884	537090.737
121	1837271.194	537090.802
p1	1840113.69	551449.29
p2	1840116.471	551447.051
p3	1840137.941	551466.212
p4	1840139.383	551463.924
p5	1840162.107	551490.223
p6	1840164.393	551487.801
p7	1840160.859	551495.769
p8	1840157.213	551506.655
p9	1840149.359	551521.048
p10	1840130.026	551555.856
p11	1840129.425	551559.828
p12	1840125.869	551571.043
p13	1840125.366	551570.473
p14	1840115.389	551582.77
p15	1840116.03	551583.374
p16	1840120.672	551585.506
p17	1840110.972	551603.028
p18	1840103.365	551596.768
p19	1840102.78	551596.101
p20	1840101.882	551597.005
p21	1840102.447	551597.552
p22	1840102.423	551595.093
p23	1840090.84	551583.422
p24	1840081.83	551573.479
p25	1840074.901	551564.447
p26	1840079.049	551553.295
p27	1840074.824	551551.338
p28	1840081.858	551546.196
p29	1840089.213	551524.225
p30	1840095.912	551503.075
p31	1840100.425	551489.106
p32	1840107.974	551473.645
p33	1840111.345	551451.077
p34	1840114.995	551451.415
p35	1840120.678	551450.503
