T	1820339.63	550262.2
T	1820339.34	550262.95
T	1820336.07	550262.18
T	1820347.46	550265.98
T	1820346.45	550269.76
T	1820344.87	550273.17
T	1820345.71	550272.36
T	1820347.38	550270.64
T	1820347.85	550268.33
T	1820346.97	550267.87
T	1820345.29	550270
T	1820345.77	550271.16
T	1820346.39	550271.33
T	1820346.54	550271.91
T	1820346.39	550272.91
T	1820346.63	550273.79
T	1820348.42	550275.9
T	1820352.94	550278.68
T	1820356.19	550281.27
T	1820357.59	550281.06
T	1820358.34	550280.6
T	1820358.44	550280.58
T	1820355.19	550279.8
T	1820348.39	550279.31
T	1820345.86	550279.19
T	1820345.57	550279.84
T	1820347.22	550282.06
T	1820350.22	550280.83
T	1820350.54	550280.75
T	1819394.35	551093.38
T	1819394.02	551094.91
T	1819394.31	551098.19
T	1819395.21	551111.7
T	1819395.93	551118.16
T	1819398.84	551127.66
T	1819399.41	551134.7
T	1819400.56	551144.41
T	1819402.23	551148.03
T	1819404.06	551159.93
T	1819406.56	551166.18
T	1819408.19	551172.75
T	1819412.69	551182.16
T	1819414.33	551189
T	1819415.55	551197.54
T	1819416.54	551206.57
T	1819417.6	551212.4
T	1819417.56	551221.08
T	1819418.25	551226.68
T	1819415.52	551235.09
T	1819411.49	551241.64
T	1819408.94	551249.8
T	1819409.26	551256.13
T	1819406.56	551262.92
T	1819399.01	551270.57
T	1819396.09	551278.23
T	1819394.63	551284.4
T	1819388.49	551290.26
T	1819384.27	551300.01
T	1819381.06	551305.44
T	1819375.72	551311.69
T	1819370.72	551320.14
T	1819366.92	551328
T	1819363.02	551335.54
T	1819360.62	551342.37
T	1819356.26	551349.07
T	1819354.5	551355.77
T	1819353.34	551361.95
T	1819351.47	551367.38
T	1819345.84	551373.22
T	1819342.59	551378.9
T	1819341.67	551382.79
T	1819341.34	551387.94
T	1819340.16	551390.72
T	1819339.11	551394.1
T	1819335.86	551397.17
T	1819333.22	551400.4
T	1819334.02	551402.63
T	1819333.42	551402.13
T	1819334.46	551402.61
T	1819335.5	551403.46
T	1819336.82	551402.99
T	1819338.89	551404.72
T	1819344.4	551408.68
T	1819349.29	551413.98
T	1819353.78	551420.36
T	1819356.82	551425.86
T	1819360.24	551431.11
T	1819365.15	551435.69
T	1819369.25	551439.12
T	1819372.18	551442.7
T	1819377.99	551445.92
T	1819383.5	551446.92
T	1819388.35	551448.01
T	1819394.83	551446.89
T	1819401.15	551448.2
T	1819406.74	551452.43
T	1819411.51	551455.68
T	1819415.91	551459.92
T	1819417.65	551464.24
T	1819420.71	551465.32
T	1819423.46	551466.64
T	1819427.14	551467.95
T	1819430.83	551469.61
T	1819433.7	551472.37
T	1819439.11	551475.32
T	1819441.64	551479.29
T	1819446.07	551481.39
T	1819451.69	551482.5
T	1819456.24	551486.24
T	1819460.82	551491.09
T	1819465.65	551491.77
T	1819469.93	551494.27
T	1819475.14	551496.63
T	1819479.96	551495.15
T	1819482.81	551494.68
T	1819488.1	551493.03
T	1819493.06	551494.89
T	1819497.29	551498.05
T	1819501.75	551499.85
T	1819501.73	551499.86
T	1819503.19	551502.74
T	1819507.21	551505.05
T	1819512.54	551504.58
T	1819513.16	551503.73
T	1819515.38	551502.35
T	1819519.78	551501.63
T	1819521.89	551501.28
T	1819525.4	551501.1
T	1819529.47	551502.52
T	1819532.52	551502.82
T	1819535.86	551503.68
T	1819538.93	551504.18
T	1819540.12	551504.46
T	1819542.01	551505.53
T	1819543.16	551505.54
T	1819544.5	551508.22
T	1819545.96	551508.5
T	1819549.4	551512.2
T	1819551.98	551514.92
T	1819554.59	551517.87
T	1819557.34	551521.17
T	1819560.72	551522.76
T	1819564.26	551524.79
T	1819567.24	551527.18
T	1819568.28	551527.76
T	1819566.31	551528.75
T	1819566.84	551530.73
T	1819563	551531.75
T	1819557.6	551532.47
T	1819554.38	551536.94
T	1819552.93	551541.6
T	1819553.01	551545.93
T	1819549.82	551549.85
T	1819545.46	551555.62
T	1819543.23	551560.6
T	1819537.97	551563.71
T	1819534.35	551568.68
T	1819527.7	551563.59
T	1819520.25	551559.31
T	1819513.8	551556.33
T	1819504.78	551550.76
T	1819496.36	551544.45
T	1819490.45	551537.92
T	1819481.63	551532.35
T	1819473.01	551527.29
T	1819465.09	551527.46
T	1819458.55	551533.11
T	1819453.39	551539.54
T	1819447.98	551545.13
T	1819442.57	551551.05
T	1819436.58	551557.36
T	1819430.9	551561.32
T	1819422.48	551563.11
T	1819414.69	551561.25
T	1819409.54	551557.38
T	1819403.32	551556.87
T	1819397.5	551555.37
T	1819390.15	551554.46
T	1819383.51	551554.93
T	1819377.05	551555.69
T	1819371.31	551557.55
T	1819365.57	551558.75
T	1819361.12	551561.99
T	1819357.62	551563.77
T	1819354.25	551568.03
T	1819351.57	551574.04
T	1819348.58	551578.01
T	1819347.71	551583.15
T	1819345.53	551587.66
T	1819343.6	551591.15
T	1819341.03	551594.42
T	1819339.15	551598.49
T	1819333.42	551599.56
T	1819329.65	551595.7
T	1819327.14	551589.47
T	1819321.87	551586.76
T	1819318.03	551586.21
T	1819314.42	551585.11
T	1819309.14	551584.26
T	1819303.57	551582.02
T	1819302.04	551580.4
T	1819300.55	551579.05
T	1819294.38	551577.26
T	1819291.49	551576.33
T	1819288.97	551574.59
T	1819287.64	551571.01
T	1819288.8	551571.95
T	1819286.9	551568.3
T	1819282.97	551565.32
T	1819279.29	551562.77
T	1819277.15	551564.43
T	1819273.05	551562.61
T	1819268.22	551560.63
T	1819263.29	551559.43
T	1819258.12	551556.61
T	1819254.2	551553.34
T	1819250.25	551551.51
T	1819248.6	551548.38
T	1819249.25	551544.47
T	1819248.02	551539.18
T	1819246.3	551533.95
T	1819246.98	551527.71
T	1819250.56	551522.05
T	1819253.63	551517.36
T	1819259.17	551510.72
T	1819265.05	551504.38
T	1819270.28	551499.27
T	1819276.28	551494.01
T	1819279.02	551487.83
T	1819282.6	551486.42
T	1819287.04	551482.43
T	1819291.08	551477.26
T	1819294.79	551473.13
T	1819295.97	551468.21
T	1819297.81	551462.14
T	1819299.07	551456.74
T	1819294.71	551451.51
T	1819288.18	551449.48
T	1819288.25	551446.59
T	1819288.49	551442.95
T	1819285.62	551440.65
T	1819286.89	551437.01
T	1819285.9	551434.56
T	1819285.48	551431.14
T	1819285.93	551430.26
T	1819286.03	551430.08
T	1819285.8	551428.49
T	1819286.17	551427.18
T	1819286.02	551425.34
T	1819286.81	551422.13
T	1819287.07	551420.69
T	1819287.69	551420.63
T	1819289.72	551418.86
T	1819288.14	551417.02
T	1819285.92	551416.26
T	1819287.21	551414.65
T	1819291.01	551413.1
T	1819298.88	551409.86
T	1819304.8	551405.98
T	1819307.22	551406.03
T	1819307.84	551405.69
T	1819308.52	551405.17
T	1819312	551404.63
T	1819316.25	551403.98
T	1819321.94	551404.39
T	1819328.04	551400.98
T	1819333.84	551400.31
T	1819335.64	551402.13
T	1819334.91	551402.65
T	1819336.03	551401.65
T	1819335.89	551400.5
T	1819335.6	551399.99
T	1819335.22	551399.86
T	1819335.55	551400.58
T	1819334.71	551400.13
T	1819334.22	551400.25
T	1819334.25	551400.34
T	1819333.94	551400.84
T	1819333.69	551401.11
T	1819334.9	551399.22
T	1819336.2	551396.44
T	1819339.19	551394.24
T	1819340.99	551391.31
T	1819341.05	551389.64
T	1819341.16	551388.78
T	1819342.78	551388.37
T	1819345.61	551387.5
T	1819350	551386.57
T	1819352.27	551383.02
T	1819356.02	551379.67
T	1819357.96	551375.85
T	1819361.75	551372.79
T	1819365.55	551368.22
T	1819369.19	551368.3
T	1819372.39	551368.1
T	1819376.01	551365
T	1819378.02	551362.99
T	1819378.9	551357.94
T	1819379.14	551355.62
T	1819379.91	551351.74
T	1819379.46	551347.5
T	1819379.51	551341.58
T	1819382.63	551335.8
T	1819383.67	551328.01
T	1819385.6	551322.7
T	1819382.86	551316.32
T	1819387	551311.53
T	1819386.5	551304.1
T	1819380.53	551305.17
T	1819375.37	551302.24
T	1819369.53	551301.15
T	1819363.44	551299.37
T	1819357.89	551299.96
T	1819353.06	551298.02
T	1819349.55	551295.34
T	1819346.39	551292.49
T	1819342.46	551295.83
T	1819337.66	551298.61
T	1819333.42	551302.92
T	1819333.94	551306.48
T	1819332.7	551310.44
T	1819332.24	551314.94
T	1819332.58	551319.94
T	1819332.41	551323.55
T	1819331.59	551326.22
T	1819331.68	551327.73
T	1819331.65	551330.85
T	1819330.86	551333.72
T	1819332.44	551335.22
T	1819332.76	551338.5
T	1819335.39	551342.76
T	1819336.29	551347.93
T	1819337.41	551352.32
T	1819337.16	551356.06
T	1819334.85	551358.92
T	1819334.96	551360.17
T	1819335.15	551363.47
T	1819333.19	551365.76
T	1819332.44	551366.49
T	1819331.01	551367.99
T	1819328.72	551369.94
T	1819327.17	551373
T	1819323.24	551376.4
T	1819320.88	551379.75
T	1819319.23	551382.21
T	1819317.88	551383.09
T	1819317.75	551384.66
T	1819317.22	551385.79
T	1819317.58	551388.54
T	1819317.55	551392.3
T	1819320.51	551393.72
T	1819325.51	551393.1
T	1819329.91	551389.62
T	1819333.62	551385.68
T	1819337.91	551382.87
T	1819342.55	551385.86
T	1819342.53	551386.98
T	1819341.82	551386.88
T	1819343.49	551386.55
T	1819343.65	551385.59
T	1819343.77	551385.3
T	1819342.94	551384.65
T	1819342.69	551378.72
T	1819346.46	551373.86
T	1819351.3	551368.34
T	1819354.47	551362.21
T	1819354.83	551353.98
T	1819357.98	551346.3
T	1819361.4	551340.38
T	1819364.24	551335.07
T	1819363.19	551336.02
T	1819362.67	551335.88
T	1819370.4	551320.31
T	1819386.38	551297.25
T	1819397.26	551280.23
T	1819408.09	551255.97
T	1819413.98	551235.74
T	1819418.59	551214.51
T	1819414	551192.35
T	1819406.79	551166.91
T	1819401.65	551139.8
T	1819398.15	551113.21
T	1819396.54	551087.99
T	1819406.22	551083.64
T	1819406.03	551086.94
T	1819404.9	551087.01
T	1819404.51	551087.25
T	1819404.42	551087.36
T	1819405.19	551085.63
T	1819403.49	551083.45
T	1819404.17	551082.6
T	1819404.68	551081.5
T	1819406.47	551083.53
T	1819407.12	551084.19
T	1819409.58	551085.79
T	1819407.23	551084.3
T	1819407.1	551084.73
T	1819406.54	551085.43
T	1819404.11	551087.63
T	1819404.73	551088.21
T	1819404.81	551088.07
T	1819405.15	551088.93
T	1819404.87	551087.36
T	1819403.93	551087.15
T	1819403.01	551087.46
T	1819402.88	551088.13
T	1819403.33	551086.06
T	1819403.07	551085.26
T	1819404.14	551084.12
T	1819405.12	551086.22
T	1819410.94	551081.89
T	1819440.34	551064.92
T	1819475.96	551025.37
T	1819514.24	550970.6
T	1819554.14	550916.57
T	1819574.02	550883.15
T	1819594.59	550889.05
T	1819621.7	550895.39
T	1819648.84	550912.01
T	1819680.33	550932.38
T	1819711.76	550941
T	1819727.36	550960.86
T	1819752.18	550977.63
T	1819786.84	550982.39
T	1819828.31	550991.8
T	1819837.12	550995.77
T	1819867.97	550999.52
T	1819895.84	550982.29
T	1819898.92	550983.45
T	1819899.63	550984.53
T	1819902.96	550982.88
T	1819904.7	550978.32
T	1819904.34	550975.87
T	1819902.32	550971.43
T	1819901.12	550964.74
T	1819899.81	550954.8
T	1819899.98	550945.84
T	1819898.43	550937.21
T	1819897.21	550928.16
T	1819891.84	550922.5
T	1819888.06	550915.89
T	1819885.38	550910.09
T	1819881.8	550904.49
T	1819877.67	550899.95
T	1819873.46	550893.22
T	1819871.75	550885.87
T	1819867.35	550878.6
T	1819861.52	550870.38
T	1819856.07	550863.32
T	1819849.05	550855.71
T	1819840.03	550852.73
T	1819833.59	550851.72
T	1819833.18	550858.58
T	1819831.07	550866.46
T	1819827.44	550875.03
T	1819824.5	550882.02
T	1819823.46	550891.07
T	1819823.9	550893.6
T	1819822.98	550898.28
