TR1,1839081.937,551434.950,0.000,,
T1,1839056.790,551394.440,-3.055,,
1,1839114.105,551483.808,3.197,,
2,1839096.950,551447.222,1.259,,
3,1839096.370,551446.853,1.115,,
4,1839095.844,551446.571,1.097,,
5,1839094.849,551445.378,1.028,,
6,1839093.953,551441.957,1.025,,
7,1839086.253,551445.102,1.011,,
8,1839099.713,551450.883,1.580,,
9,1839100.185,551445.854,1.786,,
10,1839094.039,551441.744,1.367,,
11,1839098.911,551439.855,0.972,,
12,1839090.234,551437.446,0.263,,
13,1839082.792,551422.513,-0.982,,
14,1839085.526,551427.211,-0.512,,
15,1839102.678,551412.584,-0.087,,
16,1839086.975,551419.087,-1.218,,
17,1839077.553,551430.191,-0.435,,
TR2,1839091.745,551453.193,0.000,,
19,1839101.513,551445.242,-0.014,,
20,1839117.803,551436.127,-0.810,,
21,1839122.927,551438.475,-0.975,,
22,1839117.869,551441.095,-0.712,,
S1,1839114.112,551483.818,1.763,,
TS1,1839056.790,551394.440,-4.522,,
