p1	1840970.392	548980.03	482.423
p2	1840996.717	548965.12	484.033
p3	1840997.172	548962.464	483.838
p4	1841059.541	548948.61	490.96
p5	1841059.728	548916.832	486.767
p6	1841043.538	548925.937	486.421
p7	1841043.49	548925.802	486.45
p8	1841041.817	548923.94	485.868
p9	1841021.684	548936.379	484.886
p10	1840995.756	548899.976	468.811
p11	1840999.994	548896.307	469.436
p12	1840978.5	548860.712	456.942
p13	1840980.721	548854.712	456.939
p14	1840946.853	548871.866	459.284
p15	1840901.989	548871.56	456.599
p16	1840909.726	548888.403	459.467
p17	1840942.977	548906.695	465.574
p18	1840949.581	548924.041	468.731
p19	1840950.249	548943.895	472.279
p20	1840954.313	548950.677	474.157
p21	1840944.037	548955.491	477.345
p22	1840934.535	548942.178	472.515
p23	1840916.461	548936.271	471.763
p24	1840901.167	548923.587	466.291
p25	1840896.832	548927.086	466.918
p26	1840895.614	548949.016	470.649
p27	1840898.672	548978.121	473.167
p28	1840931.67	548969.785	478.424
p29	1840947.824	548969.013	478.807
p30	1840955.774	548970.2	479.276
p31	1840961.969	548967.798	478.852
p32	1840964.826	548966.661	478.474
p33	1840968.55	548981.307	481.979
p34	1840967.46	548848.787	456.318
p35	1840977.938	548839.188	460.244
p36	1840987.795	548837.22	461.919
p37	1841002.069	548831.49	465.441
p38	1841049.566	548836.18	476.459
p39	1841050.219	548853.117	473.896
p40	1841038.999	548859.301	468.382
p41	1841023.615	548857.548	465.591
p42	1841002.069	548852.548	460.853
p43	1841082.414	548836.189	484.621
p44	1841089.265	548802.035	487.374
p45	1841084.325	548821.743	485.661
p46	1841128.347	548835.725	492.876
p47	1841201.278	548898.566	495.88
p48	1841185.248	548909.946	494.158
p49	1841173.675	548892.672	493.141
p50	1841169.898	548888.999	493.098
p51	1841119.662	548864.558	489.125
p52	1841116.575	548867.018	488.174
p53	1841116.569	548866.997	488.158
p54	1841101.067	548860.457	486.704
p55	1841097.483	548853.902	486.79
p56	1841123.665	548953.99	494.487
p57	1841158.876	548941.724	494.47
p58	1841161.966	548939.838	494.625
p59	1841152.753	548932.212	493.262
p60	1841155.885	548929.642	493.025
p61	1841140.677	548912.361	489.122
p62	1841137.654	548905.906	486.122
p63	1841109.402	548903.246	482.994
p64	1841096.122	548907.903	482.041
p65	1841074.523	548888.601	478.906
p66	1841062.634	548906.629	484.605
p67	1839819.466	552691.429	383.611
p68	1839791.495	552681.776	375.728
p69	1839783.252	552680.651	373.836
p70	1839779.327	552684.995	372.293
p71	1839764.295	552681.438	369.44
p72	1839756.459	552672.044	368.655
p73	1839755.743	552661.54	368.116
p74	1839776.836	552626.201	365.751
p75	1839775.937	552627.65	366.695
p76	1839787.005	552618.35	364.835
p77	1839833.094	552620.095	387.108
p78	1839835.121	552615.963	387.286
p79	1839833.051	552614.696	387.08
p80	1839844.051	552616.527	387.179
p81	1839839.542	552638.159	386.132
p82	1839837.903	552649.014	385.663
p83	1839829.047	552645.454	386.143
p84	1839827.93	552659.397	385.602
p85	1839827.892	552669.015	385.205
p86	1839837.116	552661.354	385.053
p87	1839837.854	552648.979	385.651
p88	1839837.572	552676.356	384.253
p89	1839838.944	552682.851	383.862
p90	1839842.25	552693.745	383.327
p91	1839845.732	552702.097	382.904
p92	1839829.348	552699.666	383.463
p93	1839828.471	552675.704	384.868
p94	1839827.828	552668.148	385.233
