TR1,1838779.911,551098.272,0.000,,
T1,1838748.250,551116.902,1.725,,
1,1838752.424,551114.423,1.181,,
2,1838768.014,551105.398,-0.545,,
3,1838765.645,551106.639,-0.354,,
4,1838763.460,551108.035,0.245,,
5,1838760.522,551109.778,-0.389,,
6,1838764.437,551115.180,1.679,,
7,1838766.552,551113.205,0.558,,
8,1838767.493,551112.683,0.343,,
9,1838768.964,551111.782,-0.161,,
10,1838771.301,551110.441,-0.224,,
11,1838777.423,551120.498,0.483,,
12,1838649.251,550961.753,-5.767,,
13,1838839.735,551214.847,7.053,,
14,1838775.368,551122.039,0.596,,
15,1838774.964,551122.389,1.040,,
16,1838776.289,551121.260,0.535,,
17,1838770.623,551125.716,5.427,,
18,1838773.452,551123.529,0.967,,
19,1838770.503,551125.799,1.895,,
20,1838755.304,551120.665,2.119,,
21,1838760.597,551131.480,2.617,,
22,1838761.504,551132.581,2.820,,
TR2,1839028.182,550690.057,0.000,,
T2,1839031.810,550784.000,0.349,,
23,1839027.588,550650.916,-0.813,,
24,1839027.478,550696.705,-0.030,,
25,1839030.473,550696.910,0.017,,
26,1839030.869,550727.380,0.935,,
27,1839027.887,550727.401,0.934,,
28,1839035.419,550696.850,0.882,,
29,1839081.813,550700.282,7.806,,
