TR1,1840193.530,551108.040,0.000,,
T1,1840219.582,550788.320,-0.872,,
1,1840250.262,551169.216,-4.129,,
2,1840257.234,551163.896,-3.643,,
3,1840264.614,551158.012,-3.939,,
4,1840274.970,551149.890,-2.928,,
5,1840255.705,551217.254,-7.300,,
TR2,1839201.160,552072.958,0.000,,
T2,1839162.095,552052.313,-0.714,,
6,1839161.134,552051.728,-0.605,,
7,1839159.705,552054.354,-0.726,,
8,1839162.156,552055.618,-0.731,,
9,1839168.789,552059.291,-0.582,,
10,1839170.685,552055.616,-0.607,,
11,1839174.584,552057.686,-0.571,,
12,1839174.284,552062.573,-0.540,,
13,1839185.824,552063.845,-0.355,,
14,1839181.712,552066.342,-0.413,,
15,1839181.911,552065.928,-0.521,,
16,1839178.994,552072.438,0.565,,
17,1839193.067,552067.601,-0.148,,
18,1839193.878,552066.150,0.372,,
19,1839199.681,552075.143,-0.206,,
20,1839197.056,552080.581,0.796,,
21,1839205.510,552074.980,-0.023,,
22,1839205.727,552074.531,0.138,,
23,1839215.434,552083.586,0.190,,
24,1839220.141,552082.025,0.554,,
25,1839188.032,552099.421,0.655,,
26,1839183.400,552023.204,2.475,,
27,1839278.030,552058.390,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,
28,1839056.109,551961.689,1.342,,
