Base:1	1839666.118	552130.371
1	1839169.064	551980.353
2	1839170.298	551980.028
3	1839150.869	551967.832
4	1839172.396	551981.401
5	1839166.562	551992.201
6	1839163.098	551989.423
7	1839152.017	551994.638
8	1839151.757	551984.401
9	1839154.455	551987.35
10	1839146.252	551991.793
11	1839161.749	551975.877
12	1839158.542	551974.094
13	1839151.072	551970.056
14	1839146.136	551967.358
15	1839155.139	551954.18
16	1839150.39	551968.471
17	1839182.691	551966.615
18	1839182.526	551965.329
19	1839189.295	551955.224
20	1839150.337	552007.969
21	1839135.006	552000.466
