Pt1,,550709.279,1841208.037,460.484
Pt2,,550709.287,1841208.035,460.460
Pt3,,550709.289,1841208.030,460.455
Pt4,,550709.280,1841208.030,460.463
Pt5,,550673.826,1841236.569,461.928
Pt6,,550673.828,1841236.568,461.929
Pt7,,550673.828,1841236.561,461.945
Pt8,,550673.829,1841236.566,461.948
Pt9,,550640.881,1841196.348,457.188
Pt10,,550640.875,1841196.351,457.191
Pt11,,550640.849,1841196.372,457.171
Pt12,,550640.849,1841196.374,457.172
Pt13,,550678.396,1841166.206,454.477
Pt14,,550678.396,1841166.206,454.469
Pt15,,550678.397,1841166.207,454.469
Pt16,,550678.397,1841166.208,454.472
Pt17,,550678.399,1841166.206,454.472
Pt18,,550678.400,1841166.207,454.473
