Pt1	1839462.775	551858.903	408.85
Pt2	1839462.776	551858.899	408.837
Pt3	1839462.774	551858.898	408.831
Pt4	1839460.344	551854.514	408.478
Pt5	1839460.348	551854.517	408.467
Pt6	1839458.229	551855.072	408.798
Pt7	1839458.233	551855.071	408.806
Pt8	1839455.812	551856.098	408.918
Pt9	1839457.044	551855.561	408.904
Pt10	1839468.592	551854.968	408.534
Pt11	1839468.597	551854.974	408.546
Pt12	1839464.577	551852.567	408.315
Pt13	1839466.735	551867.547	408.976
Pt14	1839466.742	551867.557	408.981
Pt15	1839480.164	551880.2	408.212
Pt16	1839479.864	551881.003	408.173
Pt17	1839479.7	551883.637	408.312
Pt18	1839466.347	551882.837	409.988
Pt19	1839466.348	551882.838	409.99
Pt20	1839466.754	551883.067	409.897
Pt21	1839466.745	551883.067	409.897
