TR1,1839189.650,552227.810,0.000,,
T1,1839278.045,552058.341,6.329,,
1,1839164.197,552218.281,-1.967,,
2,1839148.548,552234.661,-2.654,,
3,1839094.420,552244.801,-3.822,,
4,1839068.943,552279.423,-6.498,,
5,1838997.818,552296.284,-11.334,,
6,1838951.621,552342.044,-9.575,,
7,1838980.042,552403.606,-11.045,,
8,1838988.174,552429.458,-11.841,,
9,1838979.945,552400.751,-11.202,,
10,1838979.136,552397.964,-11.175,,
11,1838976.805,552399.058,-11.228,,
12,1838986.948,552423.000,-11.627,,
13,1838984.238,552423.440,-11.563,,
14,1839003.883,552418.562,-13.201,,
15,1838991.908,552398.203,-9.435,,
