TR1,1840357.351,551718.157,0.000,,
T1,1840377.240,551682.909,0.191,,
1,1840311.154,551777.828,-0.912,,
2,1840356.189,551722.443,-0.264,,
3,1840357.318,551723.393,-0.184,,
4,1840359.706,551720.711,-0.129,,
5,1840368.030,551707.559,-0.140,,
6,1840369.440,551707.739,-0.154,,
7,1840373.663,551702.973,-0.031,,
8,1840366.090,551717.830,0.252,,
TR11,1840361.560,551713.870,0.000,,
T11,1840377.240,551682.909,0.131,,
9,1840311.152,551777.831,-0.965,,
10,1840366.947,551718.208,0.028,,
11,1840365.702,551717.537,-0.075,,
12,1840373.069,551710.669,-0.466,,
13,1840372.134,551709.929,-0.130,,
TR2,1838703.075,551074.049,0.000,,
T2,1838741.218,551049.292,-0.936,,
14,1838713.514,551067.794,-0.901,,
15,1838702.564,551068.871,-0.428,,
16,1838691.835,551075.928,0.327,,
17,1838693.802,551080.411,0.430,,
18,1838693.454,551072.709,0.434,,
19,1838693.756,551072.672,0.280,,
20,1838699.046,551068.951,0.287,,
21,1838696.575,551065.798,0.075,,
22,1838699.303,551069.263,0.074,,
23,1838688.489,551076.065,0.996,,
24,1838840.440,551214.270,9.676,,
25,1838649.219,550961.709,-2.625,,
TR4,1838104.708,548289.951,0.000,,
T4,1838166.650,548241.588,-13.774,,
44,1838178.466,548306.859,-12.978,,
45,1838154.116,548268.916,-9.353,,
46,1838134.552,548276.169,-6.352,,
47,1838134.294,548275.251,-6.367,,
48,1838157.644,548290.006,-9.216,,
49,1838140.035,548293.523,-6.059,,
50,1838116.253,548298.275,-1.964,,
51,1838117.045,548313.837,-1.412,,
52,1838117.654,548330.012,-1.597,,
53,1838113.268,548330.184,-0.735,,
54,1838096.626,548331.038,2.735,,
55,1838097.092,548344.397,2.232,,
56,1838078.810,548328.988,7.512,,
57,1838078.638,548311.958,7.357,,
58,1838076.572,548297.284,6.552,,
59,1838095.863,548338.177,2.612,,
60,1838094.405,548342.022,2.737,,
61,1838091.093,548344.962,3.366,,
62,1838087.573,548351.682,3.169,,
63,1838075.092,548370.809,3.298,,
64,1838090.686,548378.658,-0.203,,
65,1838097.965,548380.387,-1.570,,
66,1838101.694,548382.058,-1.694,,
67,1838106.199,548371.939,-1.670,,
68,1838109.234,548355.497,-1.130,,
69,1838111.174,548339.623,-0.659,,
70,1838095.862,548338.174,2.797,,
M1,1838178.790,548308.650,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,
N1,1838166.971,548243.363,-0.382,,
71,1838167.543,548244.178,-0.360,,
72,1838169.420,548250.184,-0.372,,
73,1838171.496,548257.204,-0.316,,
74,1838173.305,548264.620,-0.209,,
75,1838175.223,548272.706,-0.200,,
76,1838176.454,548280.856,-0.195,,
77,1838177.523,548289.536,-0.199,,
78,1838178.114,548294.499,-0.181,,
79,1838166.334,548295.181,-0.863,,
80,1838165.917,548288.769,-0.836,,
81,1838163.899,548289.163,-0.652,,
82,1838165.061,548282.433,-0.839,,
83,1838163.435,548272.879,-0.870,,
84,1838160.684,548260.466,-0.997,,
85,1838157.602,548257.257,-1.100,,
86,1838159.258,548262.925,-1.129,,
TR5,1839852.240,553577.659,0.000,,
T5,1839739.133,553551.636,7.676,,
87,1839856.131,553575.657,0.290,,
88,1839860.170,553581.880,-0.494,,
89,1839856.066,553580.132,-0.359,,
90,1839858.088,553578.433,-0.389,,
91,1839857.078,553577.170,-0.323,,
92,1839855.208,553578.865,-0.280,,
93,1839854.690,553575.268,-0.207,,
94,1839853.743,553577.497,-0.225,,
95,1839849.698,553576.227,0.234,,
96,1839849.711,553578.283,0.350,,
97,1839850.745,553573.778,0.094,,
98,1839845.790,553573.146,0.718,,
99,1839845.571,553575.883,0.771,,
100,1839851.590,553571.658,0.076,,
101,1839854.999,553570.912,-0.324,,
102,1839850.617,553564.566,-0.340,,
103,1839852.926,553561.934,-0.526,,
104,1839851.840,553558.184,-0.182,,
105,1839849.229,553558.768,-0.041,,
106,1839849.262,553549.620,0.451,,
107,1839847.049,553551.477,0.800,,
108,1839847.665,553542.607,0.297,,
109,1839844.884,553540.088,1.196,,
110,1839847.926,553539.782,0.123,,
111,1839845.614,553538.385,0.394,,
112,1839781.669,553534.983,179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,,
113,1839767.742,553664.443,-11.400,,
