Pt1,,667375.452,1853311.673,543.691
Pt2,,0.000,0.000,0.000
Pt3,,320336.626,1111673.607,334.760
Pt4,,533894.393,1852789.345,557.916
Pt5,,667375.655,1853311.489,543.873
Pt6,,667375.646,1853311.491,543.885
Pt7,,667375.630,1853311.490,543.897
Pt8,,550498.358,1838229.736,379.736
Pt9,,550498.356,1838229.733,379.733
Pt10,,550504.767,1838217.915,380.631
Pt11,,550504.764,1838217.914,380.632
Pt12,,550504.765,1838217.914,380.636
Pt13,,550513.054,1838202.642,382.636
Pt14,,550513.067,1838202.646,382.635
Pt15,,552523.227,1838049.766,336.855
Pt16,,552523.223,1838049.761,336.866
Pt17,,552539.613,1838062.634,336.412
Pt18,,552539.611,1838062.627,336.403
Pt19,,552539.634,1838053.214,336.948
Pt20,,552539.606,1838053.192,336.967
Pt21,,552538.861,1838073.287,340.473
Pt22,,552538.847,1838073.269,340.454
Pt23,,552536.159,1838085.009,339.855
Pt24,,552532.205,1838091.981,339.444
Pt25,,552515.986,1838092.307,339.616
Pt26,,552515.660,1838092.184,337.997
Pt27,,549893.427,1841811.320,514.512
Pt28,,549893.418,1841811.316,514.515
