Pt1,,535390.119,1845320.954,833.690
Pt2,,535390.119,1845320.956,833.695
Pt3,,536617.869,1845181.249,870.464
Pt4,,536617.861,1845181.251,870.453
Pt5,,551851.107,1838454.619,404.535
Pt6,,551851.111,1838454.622,404.538
Pt7,,551852.364,1838448.074,404.572
Pt8,,551852.361,1838448.077,404.569
Pt9,,551881.744,1838459.932,405.839
Pt10,,551881.737,1838459.930,405.834
Pt11,,551849.374,1838462.630,403.854
Pt12,,551845.712,1838462.326,403.762
Pt13,,551174.453,1838796.272,385.108
Pt14,,551174.438,1838796.264,385.092
Pt15,,551179.763,1838784.137,386.832
Pt16,,551179.762,1838784.133,386.819
Pt17,,551158.794,1838777.688,401.134
Pt18,,551158.718,1838777.671,401.122
Pt19,,551158.689,1838777.669,401.147
Pt20,,551153.678,1838792.175,383.030
Pt21,,551153.674,1838792.158,383.017
Pt22,,552163.145,1839647.884,419.342
Pt23,,552163.150,1839647.887,419.344
Pt24,,552163.152,1839647.887,419.348
Pt25,,552160.124,1839660.374,419.247
Pt26,,552160.129,1839660.398,419.270
Pt27,,552160.125,1839660.391,419.259
Pt28,,552161.979,1839673.379,419.356
Pt29,,552161.980,1839673.379,419.354
Pt30,,552161.976,1839673.382,419.362
Pt31,,552187.963,1839654.625,418.616
Pt32,,552187.960,1839654.626,418.616
Pt33,,552187.964,1839654.626,418.613
Pt34,,552184.390,1839643.441,418.062
Pt35,,552184.390,1839643.439,418.060
Pt36,,552184.389,1839643.438,418.063
Pt37,,551505.352,1838658.503,392.640
Pt38,,551505.354,1838658.495,392.624
Pt39,,551505.334,1838658.502,392.612
Pt40,,551522.175,1838670.475,392.377
Pt41,,551522.174,1838670.479,392.369
Pt42,,551522.774,1838672.964,392.053
Pt43,,551522.774,1838672.967,392.054
Pt44,,551518.238,1838685.418,390.365
Pt45,,551518.238,1838685.422,390.378
Pt46,,551512.937,1838699.478,389.254
Pt47,,551512.941,1838699.478,389.250
Pt48,,551508.945,1838716.456,388.608
Pt49,,551508.943,1838716.454,388.607
Pt50,,551478.225,1838700.049,382.927
Pt51,,551478.216,1838700.054,382.912
Pt52,,551478.216,1838700.051,382.912
Pt53,,551483.369,1838693.714,386.839
Pt54,,551483.381,1838693.713,386.852
Pt55,,551483.379,1838693.720,386.855
Pt56,,551495.683,1838673.471,389.287
Pt57,,551495.651,1838673.363,389.157
Pt58,,551495.659,1838673.318,389.076
Pt59,,551509.298,1838720.590,388.382
Pt60,,551513.833,1838721.633,388.368
Pt61,,551515.721,1838708.940,388.736
Pt62,,551511.349,1838707.492,388.729
Pt63,,551524.623,1838683.664,390.623
Pt64,,551520.430,1838681.877,390.815
Pt65,,551535.921,1838675.100,392.658
Pt66,,551537.766,1838670.497,392.611
Pt67,,551519.537,1838662.165,392.447
Pt68,,551516.213,1838665.814,392.524
Pt69,,551503.491,1838653.795,392.607
Pt70,,551507.372,1838650.771,392.497
