TR1,1837894.220,548799.494,0.000,,
T1,1837925.760,548694.417,-3.300,,
1,1837945.677,548638.061,-0.824,,
2,1837904.834,548789.524,0.715,,
3,1837902.645,548797.231,0.489,,
4,1837898.148,548796.513,-0.215,,
5,1837900.520,548789.148,-0.292,,
6,1837895.767,548803.801,-0.211,,
7,1837914.117,548813.739,1.118,,
8,1837915.848,548801.126,1.522,,
9,1837911.904,548815.992,0.982,,
10,1837892.830,548812.526,-0.173,,
11,1837888.772,548824.666,-0.791,,
12,1837884.301,548837.573,-1.454,,
13,1837886.549,548838.473,-1.183,,
14,1837881.023,548836.372,-1.466,,
15,1837885.445,548823.467,-0.786,,
16,1837888.474,548814.241,-0.401,,
17,1837901.097,548775.561,-0.336,,
18,1837903.971,548765.782,-0.633,,
19,1837911.521,548741.260,-1.685,,
20,1837915.161,548741.511,-1.710,,
21,1837916.035,548738.302,-1.841,,
22,1837915.667,548792.348,1.709,,
23,1837926.971,548804.858,1.270,,
24,1837933.063,548807.449,0.933,,
25,1837913.602,548823.875,0.454,,
26,1837909.897,548827.940,0.117,,
27,1837911.346,548834.594,-0.937,,
28,1837907.617,548845.113,-1.239,,
29,1837933.113,548807.441,0.794,,
30,1837946.319,548812.503,-0.223,,
31,1837961.256,548816.789,-1.775,,
32,1837963.469,548812.939,-1.692,,
33,1837965.770,548805.617,-1.168,,
34,1837960.110,548804.076,-0.340,,
35,1837951.317,548801.751,0.600,,
36,1837936.564,548797.701,0.901,,
37,1837927.933,548795.455,1.381,,
38,1837975.762,548817.640,-2.621,,
39,1837977.500,548809.024,-2.280,,
40,1837989.302,548812.273,-3.680,,
41,1837982.978,548815.165,-3.320,,
42,1837993.986,548829.254,-6.052,,
43,1838000.199,548815.175,-5.617,,
44,1837994.712,548813.854,-4.850,,
TR2,1837914.758,548732.483,0.000,,
46,1837925.990,548692.980,-1.099,,
47,1837918.447,548718.030,-0.702,,
48,1837920.884,548722.228,-0.591,,
49,1837914.428,548725.342,-0.461,,
50,1837917.561,548733.381,-0.186,,
51,1837914.393,548744.052,0.291,,
52,1837911.603,548741.007,0.176,,
53,1837909.848,548747.134,0.451,,
54,1837913.171,548748.071,0.424,,
TR3,1838266.783,548845.795,0.000,,
