TR1,1838393.780,548486.500,0.000,,
T0,1838310.050,548622.077,-0.385,,
1,1838346.544,548437.272,-5.058,,TRAM
2,1838315.249,548394.155,-10.647,,TRAM
3,1838267.995,548440.344,-10.957,,TRAM
4,1838286.727,548419.881,-11.193,,
5,1838288.136,548421.344,-11.128,,
6,1838283.229,548422.303,-11.239,,
7,1838283.846,548422.892,-11.246,,
8,1838285.285,548424.539,-11.118,,
9,1838278.734,548431.141,-11.008,,
10,1838277.351,548429.655,-11.063,,
11,1838271.620,548435.323,-11.096,,
12,1838273.099,548436.745,-11.025,,
13,1838264.565,548440.685,-11.251,,
14,1838265.820,548442.318,-11.208,,
15,1838261.744,548445.004,-11.228,,
16,1838260.616,548443.310,-11.375,,
17,1838256.933,548445.182,-11.455,,
18,1838257.785,548447.147,-11.242,,
19,1838248.477,548448.081,-11.684,,
20,1838249.192,548449.973,-11.642,,
21,1838246.646,548448.689,-11.801,,
22,1838247.021,548450.722,-11.764,,
23,1838245.178,548449.166,-11.928,,
24,1838245.556,548451.206,-11.875,,
25,1838240.909,548452.813,-12.009,,
26,1838239.997,548450.967,-12.110,,
27,1838278.862,548417.631,-11.949,,
28,1838275.509,548414.947,-12.939,,
29,1838272.049,548411.766,-12.377,,
30,1838248.833,548449.541,-11.629,,
31,1838241.756,548441.589,-13.344,,
32,1838236.676,548436.198,-14.264,,
33,1838231.100,548430.001,-15.396,,
34,1838226.090,548424.571,-16.515,,
35,1838214.377,548412.507,-19.114,,
36,1838232.699,548431.851,-15.092,,
37,1838242.361,548387.650,-20.232,,
